"Tweet Id","Text","Name","Screen Name","UTC","Created At","Favorites","Retweets","Language","Client","Tweet Type","URLs","Hashtags","Mentions","Media Type","Media URLs",""
"1386693132390121475","Em 2017, Holan pediu demissão do Independiente e voltou atrás 3 dias depois https://t.co/oi8abmULw6","UOL Esporte","UOLEsporte","2021-04-26T14:46:20.000Z","Mon Apr 26 14:46:20 +0000 2021","18","2","pt","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","Tweet","https://zpr.io/RhJnr ","0","0","","",""
"1386692280271134726","Lance de Arrascaeta contra o Vélez é eleito gol da semana na Libertadores https://t.co/bfRTWxWmu3","UOL Esporte","UOLEsporte","2021-04-26T14:42:57.000Z","Mon Apr 26 14:42:57 +0000 2021","48","2","pt","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","Tweet","https://zpr.io/RhiQP ","0","0","","",""
"1386690337360449539","Filho de Pirlo revela ameaças de morte recebidas nas redes sociais https://t.co/HVJ51fhBrH","UOL Esporte","UOLEsporte","2021-04-26T14:35:14.000Z","Mon Apr 26 14:35:14 +0000 2021","28","2","pt","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","Tweet","https://zpr.io/RhidJ ","0","0","","",""
"1386681548448141314","Pan, MMA e surfe: o que ex-BBBs Zulu e Chumbo fizeram antes do ""No Limite"" https://t.co/o8SXgO1Sb2","UOL Esporte","UOLEsporte","2021-04-26T14:00:19.000Z","Mon Apr 26 14:00:19 +0000 2021","3","1","pt","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","Tweet","https://zpr.io/Rhiq6 ","0","0","","",""
"1386681474162716679","Roger Machado: ""Já ouvi que eu não jogava junto à torcida na beira do campo""

O técnico do Fluminense fala a @maurocezar sobre a busca pela tranquilidade na beira do campo e as críticas que recebe por não ser agitado durante as partidas

#DivididaNoUOL https://t.co/WxtEzzi0M7","UOL Esporte","UOLEsporte","2021-04-26T14:00:01.000Z","Mon Apr 26 14:00:01 +0000 2021","23","1","pt","<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","Tweet","","1","1","video","https://video.twimg.com/amplify_video/1385324582014496777/pl/JB-gmcqlhyleOKzq.m3u8?tag=14",""
"1386680561549328393","Ex-jogador do Atlético-MG, Vander Luiz morre em acidente de carro https://t.co/5oJ5gVlayo","UOL Esporte","UOLEsporte","2021-04-26T13:56:23.000Z","Mon Apr 26 13:56:23 +0000 2021","32","2","pt","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","Tweet","https://zpr.io/RhiHU ","0","0","","",""
"1386680056018350084","NBA: Equipe contrata atleta chamado Charlie Brown Jr. e anúncio rende memes https://t.co/sh3GhJVWuy","UOL Esporte","UOLEsporte","2021-04-26T13:54:23.000Z","Mon Apr 26 13:54:23 +0000 2021","37","0","pt","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","Tweet","https://zpr.io/RhigZ ","0","0","","",""
"1386676033231929347","Neto elogia sequência de Daniel Alves na lateral direita: 'Vai para a Copa' https://t.co/dZVpjOzUjr","UOL Esporte","UOLEsporte","2021-04-26T13:38:24.000Z","Mon Apr 26 13:38:24 +0000 2021","66","4","pt","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","Tweet","https://zpr.io/Rh55A ","0","0","","",""
"1386675980731920396","Barça acerta vinda de zagueiro do City para próxima temporada, diz jornal https://t.co/v5WmYg5COW","UOL Esporte","UOLEsporte","2021-04-26T13:38:11.000Z","Mon Apr 26 13:38:11 +0000 2021","27","1","pt","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","Tweet","https://zpr.io/Rh55m ","0","0","","",""
"1386674436326182916","Fortaleza quer Fernando Diniz, mas demissão no Santos embaralha cenário https://t.co/cFCNHQuH5j","UOL Esporte","UOLEsporte","2021-04-26T13:32:03.000Z","Mon Apr 26 13:32:03 +0000 2021","410","24","pt","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","Tweet","https://zpr.io/Rh5FY ","0","0","","",""
"1386673109839798272","Piloto por opção? Lewis Hamilton prova habilidades em vários esportes; veja https://t.co/PmEqApE3OA","UOL Esporte","UOLEsporte","2021-04-26T13:26:47.000Z","Mon Apr 26 13:26:47 +0000 2021","38","2","pt","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","Tweet","https://zpr.io/Rh59C ","0","0","","",""
"1386666526993002496","Rojões em casa e negativa por reforços: o que fez Holan deixar o Santos https://t.co/alyTN4hJKf","UOL Esporte","UOLEsporte","2021-04-26T13:00:37.000Z","Mon Apr 26 13:00:37 +0000 2021","42","2","pt","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","Tweet","https://zpr.io/Rh5Rn ","0","0","","",""
"1386663713571315716","Copa do Nordeste: expulsão polêmica por VAR vira destaque na Inglaterra https://t.co/e11iPBboG3","UOL Esporte","UOLEsporte","2021-04-26T12:49:26.000Z","Mon Apr 26 12:49:26 +0000 2021","24","2","pt","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","Tweet","https://zpr.io/RhLVk ","0","0","","",""
"1386654184913739782","Ariel Holan pede demissão e não é mais técnico do Santos https://t.co/T6Fz5McShO","UOL Esporte","UOLEsporte","2021-04-26T12:11:35.000Z","Mon Apr 26 12:11:35 +0000 2021","588","38","pt","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","Tweet","https://zpr.io/RhLsk ","0","0","","",""
"1386652368381562885","Por que a grama do Maracanã vai mudar de cor temporariamente https://t.co/apcZIIeSVq","UOL Esporte","UOLEsporte","2021-04-26T12:04:22.000Z","Mon Apr 26 12:04:22 +0000 2021","28","1","pt","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","Tweet","https://zpr.io/RhLfL ","0","0","","",""
"1386651733603102721","Corinthians e São Paulo avançam, Palmeiras fora? Fla campeão, Cuca x Hulk | #PosseDeBola120

com @ETironi, @ArnaldoJRibeiro, @BlogDoJuca e @MauroCezar https://t.co/hLl25MkyJJ","UOL Esporte","UOLEsporte","2021-04-26T12:01:50.000Z","Mon Apr 26 12:01:50 +0000 2021","17","2","pt","<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>","Tweet","https://twitter.com/i/broadcasts/1MnxnlNjQeeGO ","1","4","","",""
"1386649025642962945","Dia do Goleiro é celebrado hoje; data presta homenagem a ídolo brasileiro https://t.co/n8d6bJdcwG","UOL Esporte","UOLEsporte","2021-04-26T11:51:05.000Z","Mon Apr 26 11:51:05 +0000 2021","30","2","pt","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","Tweet","https://zpr.io/RhkW4 ","0","0","","",""
"1386648679466119169","Volante nascido nos EUA conquista Ramírez: ""Futuro camisa cinco do Inter"" https://t.co/B2ZF6YhQVO","UOL Esporte","UOLEsporte","2021-04-26T11:49:42.000Z","Mon Apr 26 11:49:42 +0000 2021","16","0","pt","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","Tweet","https://zpr.io/RhkBZ ","0","0","","",""
"1386648534066339840","Goleada alivia pressão e indica recomeço do Botafogo na temporada https://t.co/vceMvvv4Dw","UOL Esporte","UOLEsporte","2021-04-26T11:49:07.000Z","Mon Apr 26 11:49:07 +0000 2021","5","0","pt","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","Tweet","https://zpr.io/RhkVC ","0","0","","",""
"1386648430844514309","Pottker aproveita chance e mostra que pode ter mais espaço no Cruzeiro https://t.co/VArhn1gczx","UOL Esporte","UOLEsporte","2021-04-26T11:48:43.000Z","Mon Apr 26 11:48:43 +0000 2021","20","0","pt","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","Tweet","https://zpr.io/RhkVx ","0","0","","",""
"1386648211360784384","Palmeiras volta atenção para Libertadores, e Abel busca solução para baixas https://t.co/8YAJqnO7Y2","UOL Esporte","UOLEsporte","2021-04-26T11:47:50.000Z","Mon Apr 26 11:47:50 +0000 2021","11","0","pt","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","Tweet","https://zpr.io/RhkvL ","0","0","","",""
"1386648097061838848","Elogiado por Cabo, jovem é 'cria' de Acari e já ganhou chuteira de Paulinho https://t.co/OmUcArtbd1","UOL Esporte","UOLEsporte","2021-04-26T11:47:23.000Z","Mon Apr 26 11:47:23 +0000 2021","13","0","pt","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","Tweet","https://zpr.io/Rhkvx ","0","0","","",""
"1386647931969736705","Milly: ""Flamengo pode encaixar com Pedro e Gabigol"" https://t.co/LalGVp0UCC","UOL Esporte","UOLEsporte","2021-04-26T11:46:44.000Z","Mon Apr 26 11:46:44 +0000 2021","14","0","pt","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","Tweet","https://zpr.io/Rhk4i ","0","0","","",""
"1386647871865425925","Por que o Chicago Bulls não consegue deslanchar após adquirir pivô All-Star https://t.co/lq9dCCiOO7","UOL Esporte","UOLEsporte","2021-04-26T11:46:29.000Z","Mon Apr 26 11:46:29 +0000 2021","11","1","pt","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","Tweet","https://zpr.io/Rhk4w ","0","0","","",""
"1386647772535959552","Guto Ferreira comemora invencibilidade de 22 jogos do Ceará no Nordestão https://t.co/virPmiu3YS","UOL Esporte","UOLEsporte","2021-04-26T11:46:06.000Z","Mon Apr 26 11:46:06 +0000 2021","72","3","pt","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","Tweet","https://zpr.io/Rhk4a ","0","0","","",""
"1386647649441419271","Lavieri: ""Palmeiras está usando momento certo para errar"" https://t.co/rXZY3mtA0H","UOL Esporte","UOLEsporte","2021-04-26T11:45:36.000Z","Mon Apr 26 11:45:36 +0000 2021","37","1","pt","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","Tweet","https://zpr.io/RhkcS ","0","0","","",""
"1386647565735710721","Grêmio renova aposta em ""volante construtor"", mesmo com novo técnico https://t.co/FzwyDglAde","UOL Esporte","UOLEsporte","2021-04-26T11:45:16.000Z","Mon Apr 26 11:45:16 +0000 2021","9","0","pt","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","Tweet","https://zpr.io/Rhkcy ","0","0","","",""
"1386647546068619266","Temporada da F1 promete a volta do duelo das maiores vencedoras da história https://t.co/lqHuXEdJgK","UOL Esporte","UOLEsporte","2021-04-26T11:45:12.000Z","Mon Apr 26 11:45:12 +0000 2021","4","0","pt","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","Tweet","https://zpr.io/Rhkch ","0","0","","",""
"1386647396994662402","Flu de 2021 se notabiliza por gols no segundo tempo; Roger busca acertos https://t.co/AYZF23PYbQ","UOL Esporte","UOLEsporte","2021-04-26T11:44:36.000Z","Mon Apr 26 11:44:36 +0000 2021","8","0","pt","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","Tweet","https://zpr.io/Rhkcj ","0","0","","",""
"1386647224269090819","Opinião: Galeano, o arco que virou flecha, merece ficar. E mais dez pitacos https://t.co/rHYy15Ocac","UOL Esporte","UOLEsporte","2021-04-26T11:43:55.000Z","Mon Apr 26 11:43:55 +0000 2021","14","0","pt","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","Tweet","https://zpr.io/Rhkec ","0","0","","",""
"1386647143025414149","Opinião: Testes de Abel deixam claro que Palmeiras precisa contratar centroavante https://t.co/088lQQZWTz","UOL Esporte","UOLEsporte","2021-04-26T11:43:36.000Z","Mon Apr 26 11:43:36 +0000 2021","20","0","pt","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","Tweet","https://zpr.io/RhkeD ","0","0","","",""
"1386646889760710656","Santos: Holan diz que clássico não tem nada a ver com jogo contra o Boca https://t.co/n1asBLa03B","UOL Esporte","UOLEsporte","2021-04-26T11:42:35.000Z","Mon Apr 26 11:42:35 +0000 2021","8","0","pt","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","Tweet","https://zpr.io/Rhket ","0","0","","",""
"1386646834651803650","Mancini afirma que vitória foi incontestável e prega cautela na sequência https://t.co/AKGTdcIVbg","UOL Esporte","UOLEsporte","2021-04-26T11:42:22.000Z","Mon Apr 26 11:42:22 +0000 2021","2","1","pt","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","Tweet","https://zpr.io/Rhkde ","0","0","","",""
"1386645563320451078","Santos deve salários a parte do elenco e ao técnico Ariel Holan https://t.co/9y9tVAHryH","UOL Esporte","UOLEsporte","2021-04-26T11:37:19.000Z","Mon Apr 26 11:37:19 +0000 2021","94","10","pt","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","Tweet","https://zpr.io/Rhk5i ","0","0","","",""
"1386645231022526465","São Paulo busca tranquilidade na Libertadores antes de série fora de casa https://t.co/NYbko2Rssn","UOL Esporte","UOLEsporte","2021-04-26T11:36:00.000Z","Mon Apr 26 11:36:00 +0000 2021","24","0","pt","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","Tweet","https://zpr.io/Rhk5P ","0","0","","",""
"1386644199110479874","Ceni testa opções para a zaga, ""calcanhar de Aquiles"" do Fla na temporada https://t.co/Fn65G9l72P","UOL Esporte","UOLEsporte","2021-04-26T11:31:54.000Z","Mon Apr 26 11:31:54 +0000 2021","21","1","pt","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","Tweet","https://zpr.io/Rhk2G ","0","0","","",""
"1386644151329034242","Goleiros deixam a camisa 1 de lado em busca de marca própria https://t.co/nbyVdqpY6B","UOL Esporte","UOLEsporte","2021-04-26T11:31:42.000Z","Mon Apr 26 11:31:42 +0000 2021","39","7","pt","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","Tweet","https://zpr.io/Rhk2U ","0","0","","",""
"1386641858017759235","Em 10 anos, City gasta R$ 2,6 bi a mais que o PSG em reforços; veja ranking https://t.co/pbTSWccz5u","UOL Esporte","UOLEsporte","2021-04-26T11:22:36.000Z","Mon Apr 26 11:22:36 +0000 2021","57","1","pt","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","Tweet","https://zpr.io/Rhkw9 ","0","0","","",""
"1386641420140924929","Fabíola Andrade estreia como comentarista da Globo na próxima quarta-feira https://t.co/aQrBcvBGY0","UOL Esporte","UOLEsporte","2021-04-26T11:20:51.000Z","Mon Apr 26 11:20:51 +0000 2021","45","1","pt","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","Tweet","https://zpr.io/RhkDs ","0","0","","",""
"1386641375345758211","City e Bayern com mão na taça e PSG em risco: como está a disputa na Europa https://t.co/aevdETb3RO","UOL Esporte","UOLEsporte","2021-04-26T11:20:41.000Z","Mon Apr 26 11:20:41 +0000 2021","18","0","pt","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","Tweet","https://zpr.io/RhkD6 ","0","0","","",""
"1386640583259828224","Paulo Baier invade campo para brigar com atleta do Avaí após jogo; assista https://t.co/DwJhh1QgF4","UOL Esporte","UOLEsporte","2021-04-26T11:17:32.000Z","Mon Apr 26 11:17:32 +0000 2021","66","4","pt","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","Tweet","https://zpr.io/RhkKU ","0","0","","",""
"1386639831946694662","Crespo credita sucesso do São Paulo aos jogadores: ""Querem a glória"" https://t.co/Vec1svQtLY","UOL Esporte","UOLEsporte","2021-04-26T11:14:33.000Z","Mon Apr 26 11:14:33 +0000 2021","24","0","pt","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","Tweet","https://zpr.io/Rhkhu ","0","0","","",""
"1386639694121914368","Hulk reclama, mas esteve em campo em todos os jogos sob o comando de Cuca https://t.co/FLZO4SKSRR","UOL Esporte","UOLEsporte","2021-04-26T11:14:00.000Z","Mon Apr 26 11:14:00 +0000 2021","30","0","pt","<a href=""https://zapier.com/"" rel=""nofollow"">Zapier.com</a>","Tweet","https://zpr.io/Rhkh7 ","0","0","","",""
